month,location,damage_type,damage_cost,damage_reduction_pct,reduced_damage_cost
1.0,"(1, 4)",Erosion,0.0,0.6846,0.0
1.0,"(1, 4)",Erosion,0.0,0.7293,0.0
1.0,"(1, 4)",Erosion,0.0,0.3889,0.0
1.0,"(1, 4)",Erosion,0.0,0.4201,0.0
1.0,"(1, 4)",Erosion,0.0,0.3864,0.0
1.0,"(1, 4)",Erosion,0.0,0.428,0.0
1.0,"(1, 4)",Erosion,0.0,0.6367,0.0
1.0,"(1, 4)",Erosion,0.0,0.2317,0.0
1.0,"(1, 4)",Erosion,0.0,0.6057,0.0
1.0,"(1, 4)",Erosion,0.0,0.7287,0.0
1.0,"(1, 4)",Erosion,0.0,0.3121,0.0
1.0,"(1, 4)",Erosion,0.0,0.3683,0.0
1.0,"(1, 4)",Erosion,0.0,0.3494,0.0
1.0,"(1, 4)",Erosion,0.0,0.653,0.0
1.0,"(1, 5)",Erosion,0.0,0.4357,0.0
1.0,"(1, 5)",Erosion,0.0,0.188,0.0
1.0,"(1, 5)",Erosion,0.0,0.6846,0.0
1.0,"(1, 5)",Erosion,0.0,0.7293,0.0
1.0,"(1, 5)",Erosion,0.0,0.3889,0.0
1.0,"(1, 5)",Erosion,0.0,0.4201,0.0
1.0,"(1, 5)",Erosion,0.0,0.3864,0.0
1.0,"(1, 5)",Erosion,0.0,0.428,0.0
1.0,"(1, 5)",Erosion,0.0,0.6367,0.0
1.0,"(1, 5)",Erosion,0.0,0.2317,0.0
1.0,"(1, 5)",Erosion,0.0,0.6057,0.0
1.0,"(1, 5)",Erosion,0.0,0.7287,0.0
1.0,"(1, 5)",Erosion,0.0,0.3121,0.0
1.0,"(1, 5)",Erosion,0.0,0.3683,0.0
1.0,"(1, 5)",Erosion,0.0,0.3494,0.0
1.0,"(1, 5)",Erosion,0.0,0.653,0.0
1.0,"(1, 6)",Erosion,3618721.0,0.4357,3602954.232603
1.0,"(1, 6)",Erosion,3618721.0,0.188,3611917.8045200002
1.0,"(1, 6)",Erosion,3618721.0,0.6846,3593947.236034
1.0,"(1, 6)",Erosion,3618721.0,0.7293,3592329.667747
1.0,"(1, 6)",Erosion,3618721.0,0.3889,3604647.7940309998
1.0,"(1, 6)",Erosion,3618721.0,0.4201,3603518.753079
1.0,"(1, 6)",Erosion,3618721.0,0.3864,3604738.262056
1.0,"(1, 6)",Erosion,3618721.0,0.428,3603232.8741200003
1.0,"(1, 6)",Erosion,3618721.0,0.6367,3595680.603393
1.0,"(1, 6)",Erosion,3618721.0,0.2317,3610336.423443
1.0,"(1, 6)",Erosion,3618721.0,0.6057,3596802.406903
1.0,"(1, 6)",Erosion,3618721.0,0.7287,3592351.3800729997
1.0,"(1, 6)",Erosion,3618721.0,0.3121,3607426.971759
1.0,"(1, 6)",Erosion,3618721.0,0.3683,3605393.250557
1.0,"(1, 6)",Erosion,3618721.0,0.3494,3606077.188826
1.0,"(1, 6)",Erosion,3618721.0,0.653,3595090.75187
1.0,"(1, 7)",Erosion,1714826.0,0.4357,1707354.503118
1.0,"(1, 7)",Erosion,1714826.0,0.188,1711602.12712
1.0,"(1, 7)",Erosion,1714826.0,0.6846,1703086.301204
1.0,"(1, 7)",Erosion,1714826.0,0.7293,1702319.773982
1.0,"(1, 7)",Erosion,1714826.0,0.3889,1708157.0416859998
1.0,"(1, 7)",Erosion,1714826.0,0.4201,1707622.015974
1.0,"(1, 7)",Erosion,1714826.0,0.3864,1708199.912336
1.0,"(1, 7)",Erosion,1714826.0,0.428,1707486.5447200001
1.0,"(1, 7)",Erosion,1714826.0,0.6367,1703907.702858
1.0,"(1, 7)",Erosion,1714826.0,0.2317,1710852.748158
1.0,"(1, 7)",Erosion,1714826.0,0.6057,1704439.298918
1.0,"(1, 7)",Erosion,1714826.0,0.7287,1702330.0629379998
1.0,"(1, 7)",Erosion,1714826.0,0.3121,1709474.0280539999
1.0,"(1, 7)",Erosion,1714826.0,0.3683,1708510.295842
1.0,"(1, 7)",Erosion,1714826.0,0.3494,1708834.397956
1.0,"(1, 7)",Erosion,1714826.0,0.653,1703628.18622
1.0,"(1, 8)",Erosion,0.0,0.4357,0.0
1.0,"(1, 8)",Erosion,0.0,0.188,0.0
1.0,"(1, 8)",Erosion,0.0,0.6846,0.0
1.0,"(1, 8)",Erosion,0.0,0.7293,0.0
1.0,"(1, 8)",Erosion,0.0,0.3889,0.0
1.0,"(1, 8)",Erosion,0.0,0.4201,0.0
1.0,"(1, 8)",Erosion,0.0,0.3864,0.0
1.0,"(1, 8)",Erosion,0.0,0.428,0.0
1.0,"(1, 8)",Erosion,0.0,0.6367,0.0
1.0,"(1, 8)",Erosion,0.0,0.2317,0.0
1.0,"(1, 8)",Erosion,0.0,0.6057,0.0
1.0,"(1, 8)",Erosion,0.0,0.7287,0.0
1.0,"(1, 8)",Erosion,0.0,0.3121,0.0
1.0,"(1, 8)",Erosion,0.0,0.3683,0.0
1.0,"(1, 8)",Erosion,0.0,0.3494,0.0
1.0,"(1, 8)",Erosion,0.0,0.653,0.0
1.0,"(1, 9)",Erosion,1289521.0,0.4357,1283902.557003
1.0,"(1, 9)",Erosion,1289521.0,0.188,1287096.70052
1.0,"(1, 9)",Erosion,1289521.0,0.6846,1280692.939234
1.0,"(1, 9)",Erosion,1289521.0,0.7293,1280116.523347
1.0,"(1, 9)",Erosion,1289521.0,0.3889,1284506.052831
1.0,"(1, 9)",Erosion,1289521.0,0.4201,1284103.722279
1.0,"(1, 9)",Erosion,1289521.0,0.3864,1284538.290856
1.0,"(1, 9)",Erosion,1289521.0,0.428,1284001.85012
1.0,"(1, 9)",Erosion,1289521.0,0.6367,1281310.619793
1.0,"(1, 9)",Erosion,1289521.0,0.2317,1286533.179843
1.0,"(1, 9)",Erosion,1289521.0,0.6057,1281710.371303
1.0,"(1, 9)",Erosion,1289521.0,0.7287,1280124.260473
1.0,"(1, 9)",Erosion,1289521.0,0.3121,1285496.404959
1.0,"(1, 9)",Erosion,1289521.0,0.3683,1284771.694157
1.0,"(1, 9)",Erosion,1289521.0,0.3494,1285015.413626
1.0,"(1, 9)",Erosion,1289521.0,0.653,1281100.42787
1.0,"(1, 10)",Erosion,1379530.0,0.4357,1373519.38779
1.0,"(1, 10)",Erosion,1379530.0,0.188,1376936.4836
1.0,"(1, 10)",Erosion,1379530.0,0.6846,1370085.73762
1.0,"(1, 10)",Erosion,1379530.0,0.7293,1369469.08771
1.0,"(1, 10)",Erosion,1379530.0,0.3889,1374165.00783
1.0,"(1, 10)",Erosion,1379530.0,0.4201,1373734.59447
1.0,"(1, 10)",Erosion,1379530.0,0.3864,1374199.49608
1.0,"(1, 10)",Erosion,1379530.0,0.428,1373625.6116000002
1.0,"(1, 10)",Erosion,1379530.0,0.6367,1370746.53249
1.0,"(1, 10)",Erosion,1379530.0,0.2317,1376333.6289899999
1.0,"(1, 10)",Erosion,1379530.0,0.6057,1371174.18679
1.0,"(1, 10)",Erosion,1379530.0,0.7287,1369477.3648899999
1.0,"(1, 10)",Erosion,1379530.0,0.3121,1375224.48687
1.0,"(1, 10)",Erosion,1379530.0,0.3683,1374449.19101
1.0,"(1, 10)",Erosion,1379530.0,0.3494,1374709.92218
1.0,"(1, 10)",Erosion,1379530.0,0.653,1370521.6691
1.0,"(2, 1)",Erosion,4515518.0,0.4357,4495843.888074
1.0,"(2, 1)",Erosion,4515518.0,0.188,4507028.82616
1.0,"(2, 1)",Erosion,4515518.0,0.6846,4484604.763772
1.0,"(2, 1)",Erosion,4515518.0,0.7293,4482586.327226
1.0,"(2, 1)",Erosion,4515518.0,0.3889,4497957.150498
1.0,"(2, 1)",Erosion,4515518.0,0.4201,4496548.308882
1.0,"(2, 1)",Erosion,4515518.0,0.3864,4498070.038448
1.0,"(2, 1)",Erosion,4515518.0,0.428,4496191.58296
1.0,"(2, 1)",Erosion,4515518.0,0.6367,4486767.696894
1.0,"(2, 1)",Erosion,4515518.0,0.2317,4505055.544794
1.0,"(2, 1)",Erosion,4515518.0,0.6057,4488167.507474
1.0,"(2, 1)",Erosion,4515518.0,0.7287,4482613.420334
1.0,"(2, 1)",Erosion,4515518.0,0.3121,4501425.068322
1.0,"(2, 1)",Erosion,4515518.0,0.3683,4498887.347206
1.0,"(2, 1)",Erosion,4515518.0,0.3494,4499740.780108
1.0,"(2, 1)",Erosion,4515518.0,0.653,4486031.66746
1.0,"(2, 2)",Erosion,0.0,0.4357,0.0
1.0,"(2, 2)",Erosion,0.0,0.188,0.0
1.0,"(2, 2)",Erosion,0.0,0.6846,0.0
1.0,"(2, 2)",Erosion,0.0,0.7293,0.0
1.0,"(2, 2)",Erosion,0.0,0.3889,0.0
1.0,"(2, 2)",Erosion,0.0,0.4201,0.0
1.0,"(2, 2)",Erosion,0.0,0.3864,0.0
1.0,"(2, 2)",Erosion,0.0,0.428,0.0
1.0,"(2, 2)",Erosion,0.0,0.6367,0.0
1.0,"(2, 2)",Erosion,0.0,0.2317,0.0
1.0,"(2, 2)",Erosion,0.0,0.6057,0.0
1.0,"(2, 2)",Erosion,0.0,0.7287,0.0
1.0,"(2, 2)",Erosion,0.0,0.3121,0.0
1.0,"(2, 2)",Erosion,0.0,0.3683,0.0
1.0,"(2, 2)",Erosion,0.0,0.3494,0.0
1.0,"(2, 2)",Erosion,0.0,0.653,0.0
1.0,"(2, 3)",Erosion,0.0,0.4357,0.0
1.0,"(2, 3)",Erosion,0.0,0.188,0.0
1.0,"(2, 3)",Erosion,0.0,0.6846,0.0
1.0,"(2, 3)",Erosion,0.0,0.7293,0.0
1.0,"(2, 3)",Erosion,0.0,0.3889,0.0
1.0,"(2, 3)",Erosion,0.0,0.4201,0.0
1.0,"(2, 3)",Erosion,0.0,0.3864,0.0
1.0,"(2, 3)",Erosion,0.0,0.428,0.0
1.0,"(2, 3)",Erosion,0.0,0.6367,0.0
1.0,"(2, 3)",Erosion,0.0,0.2317,0.0
1.0,"(2, 3)",Erosion,0.0,0.6057,0.0
1.0,"(2, 3)",Erosion,0.0,0.7287,0.0
1.0,"(2, 3)",Erosion,0.0,0.3121,0.0
1.0,"(2, 3)",Erosion,0.0,0.3683,0.0
1.0,"(2, 3)",Erosion,0.0,0.3494,0.0
1.0,"(2, 3)",Erosion,0.0,0.653,0.0
1.0,"(2, 4)",Erosion,0.0,0.4357,0.0
1.0,"(2, 4)",Erosion,0.0,0.188,0.0
1.0,"(2, 4)",Erosion,0.0,0.6846,0.0
1.0,"(2, 4)",Erosion,0.0,0.7293,0.0
1.0,"(2, 4)",Erosion,0.0,0.3889,0.0
1.0,"(2, 4)",Erosion,0.0,0.4201,0.0
1.0,"(2, 4)",Erosion,0.0,0.3864,0.0
1.0,"(2, 4)",Erosion,0.0,0.428,0.0
1.0,"(2, 4)",Erosion,0.0,0.6367,0.0
1.0,"(2, 4)",Erosion,0.0,0.2317,0.0
1.0,"(2, 4)",Erosion,0.0,0.6057,0.0
1.0,"(2, 4)",Erosion,0.0,0.7287,0.0
1.0,"(2, 4)",Erosion,0.0,0.3121,0.0
1.0,"(2, 4)",Erosion,0.0,0.3683,0.0
1.0,"(2, 4)",Erosion,0.0,0.3494,0.0
1.0,"(2, 4)",Erosion,0.0,0.653,0.0
1.0,"(2, 5)",Erosion,0.0,0.4357,0.0
1.0,"(2, 5)",Erosion,0.0,0.188,0.0
1.0,"(2, 5)",Erosion,0.0,0.6846,0.0
1.0,"(2, 5)",Erosion,0.0,0.7293,0.0
1.0,"(2, 5)",Erosion,0.0,0.3889,0.0
1.0,"(2, 5)",Erosion,0.0,0.4201,0.0
1.0,"(2, 5)",Erosion,0.0,0.3864,0.0
1.0,"(2, 5)",Erosion,0.0,0.428,0.0
1.0,"(2, 5)",Erosion,0.0,0.6367,0.0
1.0,"(2, 5)",Erosion,0.0,0.2317,0.0
1.0,"(2, 5)",Erosion,0.0,0.6057,0.0
1.0,"(2, 5)",Erosion,0.0,0.7287,0.0
1.0,"(2, 5)",Erosion,0.0,0.3121,0.0
1.0,"(2, 5)",Erosion,0.0,0.3683,0.0
1.0,"(2, 5)",Erosion,0.0,0.3494,0.0
1.0,"(2, 5)",Erosion,0.0,0.653,0.0
1.0,"(2, 6)",Erosion,0.0,0.4357,0.0
1.0,"(2, 6)",Erosion,0.0,0.188,0.0
1.0,"(2, 6)",Erosion,0.0,0.6846,0.0
1.0,"(2, 6)",Erosion,0.0,0.7293,0.0
1.0,"(2, 6)",Erosion,0.0,0.3889,0.0
1.0,"(2, 6)",Erosion,0.0,0.4201,0.0
1.0,"(2, 6)",Erosion,0.0,0.3864,0.0
1.0,"(2, 6)",Erosion,0.0,0.428,0.0
1.0,"(2, 6)",Erosion,0.0,0.6367,0.0
1.0,"(2, 6)",Erosion,0.0,0.2317,0.0
1.0,"(2, 6)",Erosion,0.0,0.6057,0.0
1.0,"(2, 6)",Erosion,0.0,0.7287,0.0
1.0,"(2, 6)",Erosion,0.0,0.3121,0.0
1.0,"(2, 6)",Erosion,0.0,0.3683,0.0
1.0,"(2, 6)",Erosion,0.0,0.3494,0.0
1.0,"(2, 6)",Erosion,0.0,0.653,0.0
1.0,"(2, 7)",Erosion,4564749.0,0.4357,4544860.388607
1.0,"(2, 7)",Erosion,4564749.0,0.188,4556167.27188
1.0,"(2, 7)",Erosion,4564749.0,0.6846,4533498.7283459995
1.0,"(2, 7)",Erosion,4564749.0,0.7293,4531458.285543
1.0,"(2, 7)",Erosion,4564749.0,0.3889,4546996.691139
1.0,"(2, 7)",Erosion,4564749.0,0.4201,4545572.489451
1.0,"(2, 7)",Erosion,4564749.0,0.3864,4547110.809864
1.0,"(2, 7)",Erosion,4564749.0,0.428,4545211.87428
1.0,"(2, 7)",Erosion,4564749.0,0.6367,4535685.243117
1.0,"(2, 7)",Erosion,4564749.0,0.2317,4554172.476567
1.0,"(2, 7)",Erosion,4564749.0,0.6057,4537100.315307
1.0,"(2, 7)",Erosion,4564749.0,0.7287,4531485.674037
1.0,"(2, 7)",Erosion,4564749.0,0.3121,4550502.418370999
1.0,"(2, 7)",Erosion,4564749.0,0.3683,4547937.029433
1.0,"(2, 7)",Erosion,4564749.0,0.3494,4548799.766994
1.0,"(2, 7)",Erosion,4564749.0,0.653,4534941.18903
1.0,"(2, 8)",Erosion,2907723.0,0.4357,2895054.0508890003
1.0,"(2, 8)",Erosion,2907723.0,0.188,2902256.48076
1.0,"(2, 8)",Erosion,2907723.0,0.6846,2887816.728342
1.0,"(2, 8)",Erosion,2907723.0,0.7293,2886516.976161
1.0,"(2, 8)",Erosion,2907723.0,0.3889,2896414.865253
1.0,"(2, 8)",Erosion,2907723.0,0.4201,2895507.655677
1.0,"(2, 8)",Erosion,2907723.0,0.3864,2896487.558328
1.0,"(2, 8)",Erosion,2907723.0,0.428,2895277.9455600004
1.0,"(2, 8)",Erosion,2907723.0,0.6367,2889209.527659
1.0,"(2, 8)",Erosion,2907723.0,0.2317,2900985.805809
1.0,"(2, 8)",Erosion,2907723.0,0.6057,2890110.9217890003
1.0,"(2, 8)",Erosion,2907723.0,0.7287,2886534.422499
1.0,"(2, 8)",Erosion,2907723.0,0.3121,2898647.996517
1.0,"(2, 8)",Erosion,2907723.0,0.3683,2897013.856191
1.0,"(2, 8)",Erosion,2907723.0,0.3494,2897563.415838
1.0,"(2, 8)",Erosion,2907723.0,0.653,2888735.56881
1.0,"(2, 9)",Erosion,4590898.0,0.4357,4570895.457414
1.0,"(2, 9)",Erosion,4590898.0,0.188,4582267.11176
1.0,"(2, 9)",Erosion,4590898.0,0.6846,4559468.712292
1.0,"(2, 9)",Erosion,4590898.0,0.7293,4557416.580886
1.0,"(2, 9)",Erosion,4590898.0,0.3889,4573043.997678
1.0,"(2, 9)",Erosion,4590898.0,0.4201,4571611.637502
1.0,"(2, 9)",Erosion,4590898.0,0.3864,4573158.7701280005
1.0,"(2, 9)",Erosion,4590898.0,0.428,4571248.95656
1.0,"(2, 9)",Erosion,4590898.0,0.6367,4561667.752434
1.0,"(2, 9)",Erosion,4590898.0,0.2317,4580260.889334
1.0,"(2, 9)",Erosion,4590898.0,0.6057,4563090.930814
1.0,"(2, 9)",Erosion,4590898.0,0.7287,4557444.126274
1.0,"(2, 9)",Erosion,4590898.0,0.3121,4576569.807341999
1.0,"(2, 9)",Erosion,4590898.0,0.3683,4573989.722666
1.0,"(2, 9)",Erosion,4590898.0,0.3494,4574857.402388
1.0,"(2, 9)",Erosion,4590898.0,0.653,4560919.43606
1.0,"(2, 10)",Erosion,0.0,0.4357,0.0
1.0,"(2, 10)",Erosion,0.0,0.188,0.0
1.0,"(2, 10)",Erosion,0.0,0.6846,0.0
1.0,"(2, 10)",Erosion,0.0,0.7293,0.0
1.0,"(2, 10)",Erosion,0.0,0.3889,0.0
1.0,"(2, 10)",Erosion,0.0,0.4201,0.0
1.0,"(2, 10)",Erosion,0.0,0.3864,0.0
1.0,"(2, 10)",Erosion,0.0,0.428,0.0
1.0,"(2, 10)",Erosion,0.0,0.6367,0.0
1.0,"(2, 10)",Erosion,0.0,0.2317,0.0
1.0,"(2, 10)",Erosion,0.0,0.6057,0.0
1.0,"(2, 10)",Erosion,0.0,0.7287,0.0
1.0,"(2, 10)",Erosion,0.0,0.3121,0.0
1.0,"(2, 10)",Erosion,0.0,0.3683,0.0
1.0,"(2, 10)",Erosion,0.0,0.3494,0.0
1.0,"(2, 10)",Erosion,0.0,0.653,0.0
1.0,"(3, 1)",Erosion,0.0,0.4357,0.0
1.0,"(3, 1)",Erosion,0.0,0.188,0.0
1.0,"(3, 1)",Erosion,0.0,0.6846,0.0
1.0,"(3, 1)",Erosion,0.0,0.7293,0.0
1.0,"(3, 1)",Erosion,0.0,0.3889,0.0
1.0,"(3, 1)",Erosion,0.0,0.4201,0.0
1.0,"(3, 1)",Erosion,0.0,0.3864,0.0
1.0,"(3, 1)",Erosion,0.0,0.428,0.0
1.0,"(3, 1)",Erosion,0.0,0.6367,0.0
1.0,"(3, 1)",Erosion,0.0,0.2317,0.0
1.0,"(3, 1)",Erosion,0.0,0.6057,0.0
1.0,"(3, 1)",Erosion,0.0,0.7287,0.0
1.0,"(3, 1)",Erosion,0.0,0.3121,0.0
1.0,"(3, 1)",Erosion,0.0,0.3683,0.0
1.0,"(3, 1)",Erosion,0.0,0.3494,0.0
1.0,"(3, 1)",Erosion,0.0,0.653,0.0
1.0,"(3, 2)",Erosion,1546308.0,0.4357,1539570.7360440001
1.0,"(3, 2)",Erosion,1546308.0,0.188,1543400.94096
1.0,"(3, 2)",Erosion,1546308.0,0.6846,1535721.975432
1.0,"(3, 2)",Erosion,1546308.0,0.7293,1535030.775756
1.0,"(3, 2)",Erosion,1546308.0,0.3889,1540294.4081879999
1.0,"(3, 2)",Erosion,1546308.0,0.4201,1539811.960092
1.0,"(3, 2)",Erosion,1546308.0,0.3864,1540333.065888
1.0,"(3, 2)",Erosion,1546308.0,0.428,1539689.8017600002
1.0,"(3, 2)",Erosion,1546308.0,0.6367,1536462.656964
1.0,"(3, 2)",Erosion,1546308.0,0.2317,1542725.204364
1.0,"(3, 2)",Erosion,1546308.0,0.6057,1536942.012444
1.0,"(3, 2)",Erosion,1546308.0,0.7287,1535040.053604
1.0,"(3, 2)",Erosion,1546308.0,0.3121,1541481.972732
1.0,"(3, 2)",Erosion,1546308.0,0.3683,1540612.947636
1.0,"(3, 2)",Erosion,1546308.0,0.3494,1540905.199848
1.0,"(3, 2)",Erosion,1546308.0,0.653,1536210.60876
1.0,"(3, 3)",Erosion,1493788.0,0.4357,1487279.565684
1.0,"(3, 3)",Erosion,1493788.0,0.188,1490979.67856
1.0,"(3, 3)",Erosion,1493788.0,0.6846,1483561.527352
1.0,"(3, 3)",Erosion,1493788.0,0.7293,1482893.804116
1.0,"(3, 3)",Erosion,1493788.0,0.3889,1487978.658468
1.0,"(3, 3)",Erosion,1493788.0,0.4201,1487512.596612
1.0,"(3, 3)",Erosion,1493788.0,0.3864,1488016.0031680001
1.0,"(3, 3)",Erosion,1493788.0,0.428,1487394.58736
1.0,"(3, 3)",Erosion,1493788.0,0.6367,1484277.051804
1.0,"(3, 3)",Erosion,1493788.0,0.2317,1490326.893204
1.0,"(3, 3)",Erosion,1493788.0,0.6057,1484740.126084
1.0,"(3, 3)",Erosion,1493788.0,0.7287,1482902.766844
1.0,"(3, 3)",Erosion,1493788.0,0.3121,1489125.887652
1.0,"(3, 3)",Erosion,1493788.0,0.3683,1488286.378796
1.0,"(3, 3)",Erosion,1493788.0,0.3494,1488568.704728
1.0,"(3, 3)",Erosion,1493788.0,0.653,1484033.56436
1.0,"(3, 4)",Erosion,2506739.0,0.4357,2495817.138177
1.0,"(3, 4)",Erosion,2506739.0,0.188,2502026.33068
1.0,"(3, 4)",Erosion,2506739.0,0.6846,2489577.864806
1.0,"(3, 4)",Erosion,2506739.0,0.7293,2488457.352473
1.0,"(3, 4)",Erosion,2506739.0,0.3889,2496990.292029
1.0,"(3, 4)",Erosion,2506739.0,0.4201,2496208.189461
1.0,"(3, 4)",Erosion,2506739.0,0.3864,2497052.960504
1.0,"(3, 4)",Erosion,2506739.0,0.428,2496010.1570800003
1.0,"(3, 4)",Erosion,2506739.0,0.6367,2490778.592787
1.0,"(3, 4)",Erosion,2506739.0,0.2317,2500930.885737
1.0,"(3, 4)",Erosion,2506739.0,0.6057,2491555.6818770003
1.0,"(3, 4)",Erosion,2506739.0,0.7287,2488472.3929069997
1.0,"(3, 4)",Erosion,2506739.0,0.3121,2498915.4675809997
1.0,"(3, 4)",Erosion,2506739.0,0.3683,2497506.680263
1.0,"(3, 4)",Erosion,2506739.0,0.3494,2497980.453934
1.0,"(3, 4)",Erosion,2506739.0,0.653,2490369.99433
1.0,"(3, 5)",Erosion,0.0,0.4357,0.0
1.0,"(3, 5)",Erosion,0.0,0.188,0.0
1.0,"(3, 5)",Erosion,0.0,0.6846,0.0
1.0,"(3, 5)",Erosion,0.0,0.7293,0.0
1.0,"(3, 5)",Erosion,0.0,0.3889,0.0
1.0,"(3, 5)",Erosion,0.0,0.4201,0.0
1.0,"(3, 5)",Erosion,0.0,0.3864,0.0
1.0,"(3, 5)",Erosion,0.0,0.428,0.0
1.0,"(3, 5)",Erosion,0.0,0.6367,0.0
1.0,"(3, 5)",Erosion,0.0,0.2317,0.0
1.0,"(3, 5)",Erosion,0.0,0.6057,0.0
1.0,"(3, 5)",Erosion,0.0,0.7287,0.0
1.0,"(3, 5)",Erosion,0.0,0.3121,0.0
1.0,"(3, 5)",Erosion,0.0,0.3683,0.0
1.0,"(3, 5)",Erosion,0.0,0.3494,0.0
1.0,"(3, 5)",Erosion,0.0,0.653,0.0
1.0,"(3, 6)",Erosion,3575645.0,0.4357,3560065.914735
1.0,"(3, 6)",Erosion,3575645.0,0.188,3568922.7874
1.0,"(3, 6)",Erosion,3575645.0,0.6846,3551166.13433
1.0,"(3, 6)",Erosion,3575645.0,0.7293,3549567.821015
1.0,"(3, 6)",Erosion,3575645.0,0.3889,3561739.3165949997
1.0,"(3, 6)",Erosion,3575645.0,0.4201,3560623.715355
1.0,"(3, 6)",Erosion,3575645.0,0.3864,3561828.7077200003
1.0,"(3, 6)",Erosion,3575645.0,0.428,3560341.2394000003
1.0,"(3, 6)",Erosion,3575645.0,0.6367,3552878.868285
1.0,"(3, 6)",Erosion,3575645.0,0.2317,3567360.230535
1.0,"(3, 6)",Erosion,3575645.0,0.6057,3553987.318235
1.0,"(3, 6)",Erosion,3575645.0,0.7287,3549589.2748849997
1.0,"(3, 6)",Erosion,3575645.0,0.3121,3564485.411955
1.0,"(3, 6)",Erosion,3575645.0,0.3683,3562475.8994650003
1.0,"(3, 6)",Erosion,3575645.0,0.3494,3563151.69637
1.0,"(3, 6)",Erosion,3575645.0,0.653,3552296.03815
1.0,"(3, 7)",Erosion,2378432.0,0.4357,2368069.171776
1.0,"(3, 7)",Erosion,2378432.0,0.188,2373960.54784
1.0,"(3, 7)",Erosion,2378432.0,0.6846,2362149.254528
1.0,"(3, 7)",Erosion,2378432.0,0.7293,2361086.095424
1.0,"(3, 7)",Erosion,2378432.0,0.3889,2369182.277952
1.0,"(3, 7)",Erosion,2378432.0,0.4201,2368440.207168
1.0,"(3, 7)",Erosion,2378432.0,0.3864,2369241.738752
1.0,"(3, 7)",Erosion,2378432.0,0.428,2368252.31104
1.0,"(3, 7)",Erosion,2378432.0,0.6367,2363288.523456
